text,emotion_names,emotions_emojis,true_explanations
"Mujhe lagta hai ke result ka intezar tha, aur is wajah se ghabrahat ho rahi hai. Jab se mera phone kho gaya, mein gham mehsoos kar raha hoon.","['ghabrahat', 'gham']","ghabrahat 😰, gham 😢","{'ghabrahat': 'kyunke result ka intezar tha', 'gham': 'kyunke mera phone kho gaya'}"
"udaasi tab mehsoos hui jab dost ne baat karna chhor diya. Mein paper mushkil tha ke baare mein soch raha tha, is liye ghabrahat mehsoos hui.","['udaasi', 'ghabrahat']","udaasi 😞, ghabrahat 😰","{'udaasi': 'kyunke dost ne baat karna chhor diya', 'ghabrahat': 'kyunke paper mushkil tha'}"
"Mujhe lagta hai ke unexpected call aaya, aur is wajah se ghabrahat ho rahi hai. gussa ka sabab yeh tha ke traffic bohat tha.","['ghabrahat', 'gussa']","ghabrahat 😰, gussa 😠","{'ghabrahat': 'kyunke unexpected call aaya', 'gussa': 'kyunke traffic bohat tha'}"
"Aaj mein mera result acha aaya, is liye mein khushi mehsoos kar raha hoon.",['khushi'],khushi 😊,{'khushi': 'kyunke mera result acha aaya'}
"Mujhe lagta hai ke paper mushkil tha, aur is wajah se ghabrahat ho rahi hai.",['ghabrahat'],ghabrahat 😰,{'ghabrahat': 'kyunke paper mushkil tha'}
Pehli baar paper mushkil tha aur uss lamhe mein mujhe ghabrahat mehsoos hui. Pehli baar kisi ne pyar bhari baat ki aur uss lamhe mein mujhe mohabbat mehsoos hui.,"['ghabrahat', 'mohabbat']","ghabrahat 😰, mohabbat ❤️","{'ghabrahat': 'kyunke paper mushkil tha', 'mohabbat': 'kyunke kisi ne pyar bhari baat ki'}"
"Mein kisi ne baat ka bura manaya ke baare mein soch raha tha, is liye gussa mehsoos hui. hairani ka sabab yeh tha ke kisi ne propose kiya.","['gussa', 'hairani']","gussa 😠, hairani 😮","{'gussa': 'kyunke kisi ne baat ka bura manaya', 'hairani': 'kyunke kisi ne propose kiya'}"
"Aaj mein kisi ne ignore kiya, is liye mein udaasi mehsoos kar raha hoon. acha response mila ke baad mera dil umeed se bhar gaya.","['udaasi', 'umeed']","udaasi 😞, umeed 🌈","{'udaasi': 'kyunke kisi ne ignore kiya', 'umeed': 'kyunke acha response mila'}"
"Mujhe lagta hai ke uski aankhon mein kuch baat thi, aur is wajah se mohabbat ho rahi hai. Mein raat bhar kuch ajeeb sapne aaye ke baare mein soch raha tha, is liye bechaini mehsoos hui.","['mohabbat', 'bechaini']","mohabbat ❤️, bechaini 😟","{'mohabbat': 'kyunke uski aankhon mein kuch baat thi', 'bechaini': 'kyunke raat bhar kuch ajeeb sapne aaye'}"
"Aaj mein kisi ne ignore kiya, is liye mein udaasi mehsoos kar raha hoon.",['udaasi'],udaasi 😞,{'udaasi': 'kyunke kisi ne ignore kiya'}
"unexpected call aaya ke baad mera dil ghabrahat se bhar gaya. Mein kisi apne ne dhoka diya ke baare mein soch raha tha, is liye gham mehsoos hui.","['ghabrahat', 'gham']","ghabrahat 😰, gham 😢","{'ghabrahat': 'kyunke unexpected call aaya', 'gham': 'kyunke kisi apne ne dhoka diya'}"
"gussa ka sabab yeh tha ke kisi ne baat ka bura manaya. Aaj mein purani diary mili, is liye mein jazbaat mein aana mehsoos kar raha hoon.","['gussa', 'jazbaat mein aana']","gussa 😠, jazbaat mein aana 🥺","{'gussa': 'kyunke kisi ne baat ka bura manaya', 'jazbaat mein aana': 'kyunke purani diary mili'}"
umeed tab mehsoos hui jab sab theek hojayega.,['umeed'],umeed 🌈,{'umeed': 'kyunke sab theek hojayega'}
khushi ka sabab yeh tha ke mein ne apna goal achieve kiya.,['khushi'],khushi 😊,{'khushi': 'kyunke mein ne apna goal achieve kiya'}
"Aaj mein family surprise party di, is liye mein khushi mehsoos kar raha hoon.",['khushi'],khushi 😊,{'khushi': 'kyunke family surprise party di'}
"Aaj mein kisi ka reply nahi aaya, is liye mein bechaini mehsoos kar raha hoon. Aaj mein dost ne baat karna chhor diya, is liye mein udaasi mehsoos kar raha hoon.","['bechaini', 'udaasi']","bechaini 😟, udaasi 😞","{'bechaini': 'kyunke kisi ka reply nahi aaya', 'udaasi': 'kyunke dost ne baat karna chhor diya'}"
udaasi ka sabab yeh tha ke akela mehsoos kar raha tha. umeed ka sabab yeh tha ke acha response mila.,"['udaasi', 'umeed']","udaasi 😞, umeed 🌈","{'udaasi': 'kyunke akela mehsoos kar raha tha', 'umeed': 'kyunke acha response mila'}"
"Jab se kisi ne unfair treat kiya, mein gussa mehsoos kar raha hoon. gham tab mehsoos hui jab pet mar gaya.","['gussa', 'gham']","gussa 😠, gham 😢","{'gussa': 'kyunke kisi ne unfair treat kiya', 'gham': 'kyunke pet mar gaya'}"
"Mein result ka intezar tha ke baare mein soch raha tha, is liye ghabrahat mehsoos hui.",['ghabrahat'],ghabrahat 😰,{'ghabrahat': 'kyunke result ka intezar tha'}
"Mein kisi ne dil ki baat boli ke baare mein soch raha tha, is liye jazbaat mein aana mehsoos hui. Kal meri dost se mulaqat hui tha, aur mujhe khushi ka ehsaas hua.","['jazbaat mein aana', 'khushi']","jazbaat mein aana 🥺, khushi 😊","{'jazbaat mein aana': 'kyunke kisi ne dil ki baat boli', 'khushi': 'kyunke meri dost se mulaqat hui'}"
Pehli baar kisi ne dil ki baat boli aur uss lamhe mein mujhe jazbaat mein aana mehsoos hui. Waqt guzarta gaya aur kisi ka reply nahi aaya ki wajah se bechaini badhti gayi.,"['jazbaat mein aana', 'bechaini']","jazbaat mein aana 🥺, bechaini 😟","{'jazbaat mein aana': 'kyunke kisi ne dil ki baat boli', 'bechaini': 'kyunke kisi ka reply nahi aaya'}"
udaasi tab mehsoos hui jab ghar ki yaad aayi.,['udaasi'],udaasi 😞,{'udaasi': 'kyunke ghar ki yaad aayi'}
kisi ne ignore kiya ke baad mera dil udaasi se bhar gaya. khushi tab mehsoos hui jab birthday par sab ne wish kiya.,"['udaasi', 'khushi']","udaasi 😞, khushi 😊","{'udaasi': 'kyunke kisi ne ignore kiya', 'khushi': 'kyunke birthday par sab ne wish kiya'}"
"Aaj mein network baar baar ja raha tha, is liye mein gussa mehsoos kar raha hoon.",['gussa'],gussa 😠,{'gussa': 'kyunke network baar baar ja raha tha'}
"Aaj mein kisi ka reply nahi aaya, is liye mein bechaini mehsoos kar raha hoon.",['bechaini'],bechaini 😟,{'bechaini': 'kyunke kisi ka reply nahi aaya'}
"Jab se interview cancel hogaya, mein bechaini mehsoos kar raha hoon.",['bechaini'],bechaini 😟,{'bechaini': 'kyunke interview cancel hogaya'}
yaadein satane lagi ke baad mera dil udaasi se bhar gaya. bechaini ka sabab yeh tha ke raat bhar neend nahi aayi.,"['udaasi', 'bechaini']","udaasi 😞, bechaini 😟","{'udaasi': 'kyunke yaadein satane lagi', 'bechaini': 'kyunke raat bhar neend nahi aayi'}"
udaasi ka sabab yeh tha ke akela mehsoos kar raha tha.,['udaasi'],udaasi 😞,{'udaasi': 'kyunke akela mehsoos kar raha tha'}
"Jab se dost ne baat karna chhor diya, mein udaasi mehsoos kar raha hoon.",['udaasi'],udaasi 😞,{'udaasi': 'kyunke dost ne baat karna chhor diya'}
"mera phone kho gaya ke baad mera dil gham se bhar gaya. Mein kisi ne baat ka bura manaya ke baare mein soch raha tha, is liye gussa mehsoos hui.","['gham', 'gussa']","gham 😢, gussa 😠","{'gham': 'kyunke mera phone kho gaya', 'gussa': 'kyunke kisi ne baat ka bura manaya'}"
Waqt guzarta gaya aur family surprise party di ki wajah se khushi badhti gayi. hairani ka sabab yeh tha ke kisi ne propose kiya.,"['khushi', 'hairani']","khushi 😊, hairani 😮","{'khushi': 'kyunke family surprise party di', 'hairani': 'kyunke kisi ne propose kiya'}"
film emotional thi ke baad mera dil jazbaat mein aana se bhar gaya.,['jazbaat mein aana'],jazbaat mein aana 🥺,{'jazbaat mein aana': 'kyunke film emotional thi'}
"Mein traffic bohat tha ke baare mein soch raha tha, is liye gussa mehsoos hui.",['gussa'],gussa 😠,{'gussa': 'kyunke traffic bohat tha'}
"Mujhe lagta hai ke naye moka mila, aur is wajah se umeed ho rahi hai.",['umeed'],umeed 🌈,{'umeed': 'kyunke naye moka mila'}
"Jab se film emotional thi, mein jazbaat mein aana mehsoos kar raha hoon. Jab se kisi ne bura kaha, mein gham mehsoos kar raha hoon.","['jazbaat mein aana', 'gham']","jazbaat mein aana 🥺, gham 😢","{'jazbaat mein aana': 'kyunke film emotional thi', 'gham': 'kyunke kisi ne bura kaha'}"
"Pehli baar dil se connect mehsoos hua aur uss lamhe mein mujhe mohabbat mehsoos hui. Mujhe lagta hai ke result ka intezar tha, aur is wajah se ghabrahat ho rahi hai.","['mohabbat', 'ghabrahat']","mohabbat ❤️, ghabrahat 😰","{'mohabbat': 'kyunke dil se connect mehsoos hua', 'ghabrahat': 'kyunke result ka intezar tha'}"
"Kal woh har baat samajh leti hai tha, aur mujhe mohabbat ka ehsaas hua.",['mohabbat'],mohabbat ❤️,{'mohabbat': 'kyunke woh har baat samajh leti hai'}
Waqt guzarta gaya aur kisi ne ignore kiya ki wajah se udaasi badhti gayi.,['udaasi'],udaasi 😞,{'udaasi': 'kyunke kisi ne ignore kiya'}
umeed ka sabab yeh tha ke sab theek hojayega. Waqt guzarta gaya aur akela mehsoos kar raha tha ki wajah se udaasi badhti gayi.,"['umeed', 'udaasi']","umeed 🌈, udaasi 😞","{'umeed': 'kyunke sab theek hojayega', 'udaasi': 'kyunke akela mehsoos kar raha tha'}"
Waqt guzarta gaya aur kisi ne unfair treat kiya ki wajah se gussa badhti gayi.,['gussa'],gussa 😠,{'gussa': 'kyunke kisi ne unfair treat kiya'}
"Mujhe lagta hai ke birthday par sab ne wish kiya, aur is wajah se khushi ho rahi hai. Waqt guzarta gaya aur hardwork ka phal milne wala hai ki wajah se umeed badhti gayi.","['khushi', 'umeed']","khushi 😊, umeed 🌈","{'khushi': 'kyunke birthday par sab ne wish kiya', 'umeed': 'kyunke hardwork ka phal milne wala hai'}"
"Jab se kisi ne dil se baat ki, mein jazbaat mein aana mehsoos kar raha hoon. Kal sab theek hojayega tha, aur mujhe umeed ka ehsaas hua.","['jazbaat mein aana', 'umeed']","jazbaat mein aana 🥺, umeed 🌈","{'jazbaat mein aana': 'kyunke kisi ne dil se baat ki', 'umeed': 'kyunke sab theek hojayega'}"
"Kal news bohat different thi tha, aur mujhe hairani ka ehsaas hua. mohabbat tab mehsoos hui jab dil uski taraf khinchta hai.","['hairani', 'mohabbat']","hairani 😮, mohabbat ❤️","{'hairani': 'kyunke news bohat different thi', 'mohabbat': 'kyunke dil uski taraf khinchta hai'}"
"Kal akela mehsoos kar raha hoon tha, aur mujhe udaasi ka ehsaas hua.",['udaasi'],udaasi 😞,{'udaasi': 'kyunke akela mehsoos kar raha hoon'}
Waqt guzarta gaya aur birthday par sab ne wish kiya ki wajah se khushi badhti gayi.,['khushi'],khushi 😊,{'khushi': 'kyunke birthday par sab ne wish kiya'}
gussa tab mehsoos hui jab traffic bohat tha.,['gussa'],gussa 😠,{'gussa': 'kyunke traffic bohat tha'}
Waqt guzarta gaya aur mera dost mujh se naraz hogaya ki wajah se gham badhti gayi. dil se connect mehsoos hua ke baad mera dil mohabbat se bhar gaya.,"['gham', 'mohabbat']","gham 😢, mohabbat ❤️","{'gham': 'kyunke mera dost mujh se naraz hogaya', 'mohabbat': 'kyunke dil se connect mehsoos hua'}"
"Pehli baar support system strong hai aur uss lamhe mein mujhe umeed mehsoos hui. Kal kisi ne pyar bhari baat ki tha, aur mujhe mohabbat ka ehsaas hua.","['umeed', 'mohabbat']","umeed 🌈, mohabbat ❤️","{'umeed': 'kyunke support system strong hai', 'mohabbat': 'kyunke kisi ne pyar bhari baat ki'}"
"Mujhe lagta hai ke naye logon se milna tha, aur is wajah se ghabrahat ho rahi hai. mehnat ki hai ke baad mera dil umeed se bhar gaya.","['ghabrahat', 'umeed']","ghabrahat 😰, umeed 🌈","{'ghabrahat': 'kyunke naye logon se milna tha', 'umeed': 'kyunke mehnat ki hai'}"
Waqt guzarta gaya aur traffic bohat tha ki wajah se gussa badhti gayi. umeed tab mehsoos hui jab sab theek hojayega.,"['gussa', 'umeed']","gussa 😠, umeed 🌈","{'gussa': 'kyunke traffic bohat tha', 'umeed': 'kyunke sab theek hojayega'}"
kisi ne baat ka bura manaya ke baad mera dil gussa se bhar gaya.,['gussa'],gussa 😠,{'gussa': 'kyunke kisi ne baat ka bura manaya'}
Waqt guzarta gaya aur hardwork ka phal milne wala hai ki wajah se umeed badhti gayi.,['umeed'],umeed 🌈,{'umeed': 'kyunke hardwork ka phal milne wala hai'}
"umeed ka sabab yeh tha ke mehnat ki hai. Mujhe lagta hai ke presentation deni thi, aur is wajah se ghabrahat ho rahi hai.","['umeed', 'ghabrahat']","umeed 🌈, ghabrahat 😰","{'umeed': 'kyunke mehnat ki hai', 'ghabrahat': 'kyunke presentation deni thi'}"
support system strong hai ke baad mera dil umeed se bhar gaya.,['umeed'],umeed 🌈,{'umeed': 'kyunke support system strong hai'}
Waqt guzarta gaya aur mehnat ki hai ki wajah se umeed badhti gayi. network baar baar ja raha tha ke baad mera dil gussa se bhar gaya.,"['umeed', 'gussa']","umeed 🌈, gussa 😠","{'umeed': 'kyunke mehnat ki hai', 'gussa': 'kyunke network baar baar ja raha tha'}"
"Mein kisi apne ne dhoka diya ke baare mein soch raha tha, is liye gham mehsoos hui.",['gham'],gham 😢,{'gham': 'kyunke kisi apne ne dhoka diya'}
"hairani ka sabab yeh tha ke mera naam announce hua. Mujhe lagta hai ke dil uski taraf khinchta hai, aur is wajah se mohabbat ho rahi hai.","['hairani', 'mohabbat']","hairani 😮, mohabbat ❤️","{'hairani': 'kyunke mera naam announce hua', 'mohabbat': 'kyunke dil uski taraf khinchta hai'}"
"Aaj mein kisi ne pyar bhari baat ki, is liye mein mohabbat mehsoos kar raha hoon. Jab se purani diary mili, mein jazbaat mein aana mehsoos kar raha hoon.","['mohabbat', 'jazbaat mein aana']","mohabbat ❤️, jazbaat mein aana 🥺","{'mohabbat': 'kyunke kisi ne pyar bhari baat ki', 'jazbaat mein aana': 'kyunke purani diary mili'}"
"khushi tab mehsoos hui jab family surprise party di. Jab se koi reply nahi de raha tha, mein bechaini mehsoos kar raha hoon.","['khushi', 'bechaini']","khushi 😊, bechaini 😟","{'khushi': 'kyunke family surprise party di', 'bechaini': 'kyunke koi reply nahi de raha tha'}"
umeed ka sabab yeh tha ke acha response mila.,['umeed'],umeed 🌈,{'umeed': 'kyunke acha response mila'}
Pehli baar mujhe kuch samaj nahi aa raha tha aur uss lamhe mein mujhe bechaini mehsoos hui. kisi ne dil ki baat boli ke baad mera dil jazbaat mein aana se bhar gaya.,"['bechaini', 'jazbaat mein aana']","bechaini 😟, jazbaat mein aana 🥺","{'bechaini': 'kyunke mujhe kuch samaj nahi aa raha tha', 'jazbaat mein aana': 'kyunke kisi ne dil ki baat boli'}"
"Kal akela mehsoos kar raha hoon tha, aur mujhe udaasi ka ehsaas hua. Mein kisi apne ne dhoka diya ke baare mein soch raha tha, is liye gham mehsoos hui.","['udaasi', 'gham']","udaasi 😞, gham 😢","{'udaasi': 'kyunke akela mehsoos kar raha hoon', 'gham': 'kyunke kisi apne ne dhoka diya'}"
gussa ka sabab yeh tha ke traffic bohat tha.,['gussa'],gussa 😠,{'gussa': 'kyunke traffic bohat tha'}
"Kal mein ne apna goal achieve kiya tha, aur mujhe khushi ka ehsaas hua. Kal news bohat different thi tha, aur mujhe hairani ka ehsaas hua.","['khushi', 'hairani']","khushi 😊, hairani 😮","{'khushi': 'kyunke mein ne apna goal achieve kiya', 'hairani': 'kyunke news bohat different thi'}"
kisi apne ne dhoka diya ke baad mera dil gham se bhar gaya.,['gham'],gham 😢,{'gham': 'kyunke kisi apne ne dhoka diya'}
"Kal kisi ne unfair treat kiya tha, aur mujhe gussa ka ehsaas hua. Jab se mera dost mujh se naraz hogaya, mein gham mehsoos kar raha hoon.","['gussa', 'gham']","gussa 😠, gham 😢","{'gussa': 'kyunke kisi ne unfair treat kiya', 'gham': 'kyunke mera dost mujh se naraz hogaya'}"
"Kal interview tha tha, aur mujhe ghabrahat ka ehsaas hua.",['ghabrahat'],ghabrahat 😰,{'ghabrahat': 'kyunke interview tha'}
"Mujhe lagta hai ke purani diary mili, aur is wajah se jazbaat mein aana ho rahi hai. Waqt guzarta gaya aur dil se connect mehsoos hua ki wajah se mohabbat badhti gayi.","['jazbaat mein aana', 'mohabbat']","jazbaat mein aana 🥺, mohabbat ❤️","{'jazbaat mein aana': 'kyunke purani diary mili', 'mohabbat': 'kyunke dil se connect mehsoos hua'}"
khushi tab mehsoos hui jab birthday par sab ne wish kiya.,['khushi'],khushi 😊,{'khushi': 'kyunke birthday par sab ne wish kiya'}
"Mujhe lagta hai ke mehnat ki hai, aur is wajah se umeed ho rahi hai. Pehli baar mera naam announce hua aur uss lamhe mein mujhe hairani mehsoos hui.","['umeed', 'hairani']","umeed 🌈, hairani 😮","{'umeed': 'kyunke mehnat ki hai', 'hairani': 'kyunke mera naam announce hua'}"
"umeed tab mehsoos hui jab naye moka mila. Mein kisi ne dil ki baat boli ke baare mein soch raha tha, is liye jazbaat mein aana mehsoos hui.","['umeed', 'jazbaat mein aana']","umeed 🌈, jazbaat mein aana 🥺","{'umeed': 'kyunke naye moka mila', 'jazbaat mein aana': 'kyunke kisi ne dil ki baat boli'}"
"Mein mujhe promotion mil gaya ke baare mein soch raha tha, is liye khushi mehsoos hui.",['khushi'],khushi 😊,{'khushi': 'kyunke mujhe promotion mil gaya'}
"Jab se kisi ne baat ka bura manaya, mein gussa mehsoos kar raha hoon.",['gussa'],gussa 😠,{'gussa': 'kyunke kisi ne baat ka bura manaya'}
support system strong hai ke baad mera dil umeed se bhar gaya.,['umeed'],umeed 🌈,{'umeed': 'kyunke support system strong hai'}
"Jab se kisi ne pyar bhari baat ki, mein mohabbat mehsoos kar raha hoon.",['mohabbat'],mohabbat ❤️,{'mohabbat': 'kyunke kisi ne pyar bhari baat ki'}
"Waqt guzarta gaya aur birthday par sab ne wish kiya ki wajah se khushi badhti gayi. Mujhe lagta hai ke emotional gana suna, aur is wajah se jazbaat mein aana ho rahi hai.","['khushi', 'jazbaat mein aana']","khushi 😊, jazbaat mein aana 🥺","{'khushi': 'kyunke birthday par sab ne wish kiya', 'jazbaat mein aana': 'kyunke emotional gana suna'}"
"Mein koi baar baar tang kar raha tha ke baare mein soch raha tha, is liye gussa mehsoos hui.",['gussa'],gussa 😠,{'gussa': 'kyunke koi baar baar tang kar raha tha'}
"Mujhe lagta hai ke mera phone kho gaya, aur is wajah se gham ho rahi hai.",['gham'],gham 😢,{'gham': 'kyunke mera phone kho gaya'}
"Mein mujhe promotion mil gaya ke baare mein soch raha tha, is liye khushi mehsoos hui.",['khushi'],khushi 😊,{'khushi': 'kyunke mujhe promotion mil gaya'}
"Waqt guzarta gaya aur old memories yaad aayi ki wajah se jazbaat mein aana badhti gayi. Mein interview cancel hogaya ke baare mein soch raha tha, is liye bechaini mehsoos hui.","['jazbaat mein aana', 'bechaini']","jazbaat mein aana 🥺, bechaini 😟","{'jazbaat mein aana': 'kyunke old memories yaad aayi', 'bechaini': 'kyunke interview cancel hogaya'}"
"Aaj mein akela mehsoos kar raha hoon, is liye mein udaasi mehsoos kar raha hoon. Mujhe lagta hai ke woh har baat samajh leti hai, aur is wajah se mohabbat ho rahi hai.","['udaasi', 'mohabbat']","udaasi 😞, mohabbat ❤️","{'udaasi': 'kyunke akela mehsoos kar raha hoon', 'mohabbat': 'kyunke woh har baat samajh leti hai'}"
"Mujhe lagta hai ke dil uski taraf khinchta hai, aur is wajah se mohabbat ho rahi hai.",['mohabbat'],mohabbat ❤️,{'mohabbat': 'kyunke dil uski taraf khinchta hai'}
emotional gana suna ke baad mera dil jazbaat mein aana se bhar gaya. Waqt guzarta gaya aur birthday par sab ne wish kiya ki wajah se khushi badhti gayi.,"['jazbaat mein aana', 'khushi']","jazbaat mein aana 🥺, khushi 😊","{'jazbaat mein aana': 'kyunke emotional gana suna', 'khushi': 'kyunke birthday par sab ne wish kiya'}"
"Kal ghar ki yaad aayi tha, aur mujhe udaasi ka ehsaas hua.",['udaasi'],udaasi 😞,{'udaasi': 'kyunke ghar ki yaad aayi'}
Waqt guzarta gaya aur pet mar gaya ki wajah se gham badhti gayi.,['gham'],gham 😢,{'gham': 'kyunke pet mar gaya'}
"kisi ne pyar bhari baat ki ke baad mera dil mohabbat se bhar gaya. Kal presentation deni thi tha, aur mujhe ghabrahat ka ehsaas hua.","['mohabbat', 'ghabrahat']","mohabbat ❤️, ghabrahat 😰","{'mohabbat': 'kyunke kisi ne pyar bhari baat ki', 'ghabrahat': 'kyunke presentation deni thi'}"
"Kal mera dost mujh se naraz hogaya tha, aur mujhe gham ka ehsaas hua. Jab se kisi ne propose kiya, mein hairani mehsoos kar raha hoon.","['gham', 'hairani']","gham 😢, hairani 😮","{'gham': 'kyunke mera dost mujh se naraz hogaya', 'hairani': 'kyunke kisi ne propose kiya'}"
"Aaj mein acha response mila, is liye mein umeed mehsoos kar raha hoon.",['umeed'],umeed 🌈,{'umeed': 'kyunke acha response mila'}
"Kal kisi ne baat ka bura manaya tha, aur mujhe gussa ka ehsaas hua. Pehli baar dost achanak mil gaya aur uss lamhe mein mujhe hairani mehsoos hui.","['gussa', 'hairani']","gussa 😠, hairani 😮","{'gussa': 'kyunke kisi ne baat ka bura manaya', 'hairani': 'kyunke dost achanak mil gaya'}"
"bechaini ka sabab yeh tha ke mujhe kuch samaj nahi aa raha tha. Aaj mein sab theek hojayega, is liye mein umeed mehsoos kar raha hoon.","['bechaini', 'umeed']","bechaini 😟, umeed 🌈","{'bechaini': 'kyunke mujhe kuch samaj nahi aa raha tha', 'umeed': 'kyunke sab theek hojayega'}"
"Pehli baar support system strong hai aur uss lamhe mein mujhe umeed mehsoos hui. Aaj mein koi baar baar tang kar raha tha, is liye mein gussa mehsoos kar raha hoon.","['umeed', 'gussa']","umeed 🌈, gussa 😠","{'umeed': 'kyunke support system strong hai', 'gussa': 'kyunke koi baar baar tang kar raha tha'}"
"Aaj mein mera result acha aaya, is liye mein khushi mehsoos kar raha hoon.",['khushi'],khushi 😊,{'khushi': 'kyunke mera result acha aaya'}
Pehli baar unexpected result aaya aur uss lamhe mein mujhe hairani mehsoos hui. udaasi tab mehsoos hui jab akela mehsoos kar raha hoon.,"['hairani', 'udaasi']","hairani 😮, udaasi 😞","{'hairani': 'kyunke unexpected result aaya', 'udaasi': 'kyunke akela mehsoos kar raha hoon'}"
"Kal kisi ne propose kiya tha, aur mujhe hairani ka ehsaas hua. Kal interview tha tha, aur mujhe ghabrahat ka ehsaas hua.","['hairani', 'ghabrahat']","hairani 😮, ghabrahat 😰","{'hairani': 'kyunke kisi ne propose kiya', 'ghabrahat': 'kyunke interview tha'}"
"Jab se yaadein satane lagi, mein udaasi mehsoos kar raha hoon.",['udaasi'],udaasi 😞,{'udaasi': 'kyunke yaadein satane lagi'}
"Mujhe lagta hai ke akela mehsoos kar raha tha, aur is wajah se udaasi ho rahi hai.",['udaasi'],udaasi 😞,{'udaasi': 'kyunke akela mehsoos kar raha tha'}
Waqt guzarta gaya aur hardwork ka phal milne wala hai ki wajah se umeed badhti gayi.,['umeed'],umeed 🌈,{'umeed': 'kyunke hardwork ka phal milne wala hai'}
mera naam announce hua ke baad mera dil hairani se bhar gaya.,['hairani'],hairani 😮,{'hairani': 'kyunke mera naam announce hua'}
"network baar baar ja raha tha ke baad mera dil gussa se bhar gaya. Kal mera naam announce hua tha, aur mujhe hairani ka ehsaas hua.","['gussa', 'hairani']","gussa 😠, hairani 😮","{'gussa': 'kyunke network baar baar ja raha tha', 'hairani': 'kyunke mera naam announce hua'}"
"Jab se kisi ne baat ka bura manaya, mein gussa mehsoos kar raha hoon. Aaj mein kisi ne ignore kiya, is liye mein udaasi mehsoos kar raha hoon.","['gussa', 'udaasi']","gussa 😠, udaasi 😞","{'gussa': 'kyunke kisi ne baat ka bura manaya', 'udaasi': 'kyunke kisi ne ignore kiya'}"
Pehli baar result ka intezar tha aur uss lamhe mein mujhe ghabrahat mehsoos hui.,['ghabrahat'],ghabrahat 😰,{'ghabrahat': 'kyunke result ka intezar tha'}
hairani ka sabab yeh tha ke unexpected result aaya.,['hairani'],hairani 😮,{'hairani': 'kyunke unexpected result aaya'}
"Jab se akela mehsoos kar raha tha, mein udaasi mehsoos kar raha hoon. Mujhe lagta hai ke birthday par sab ne wish kiya, aur is wajah se khushi ho rahi hai.","['udaasi', 'khushi']","udaasi 😞, khushi 😊","{'udaasi': 'kyunke akela mehsoos kar raha tha', 'khushi': 'kyunke birthday par sab ne wish kiya'}"
hairani ka sabab yeh tha ke news bohat different thi.,['hairani'],hairani 😮,{'hairani': 'kyunke news bohat different thi'}
"Jab se mera result acha aaya, mein khushi mehsoos kar raha hoon. Mujhe lagta hai ke raat bhar neend nahi aayi, aur is wajah se bechaini ho rahi hai.","['khushi', 'bechaini']","khushi 😊, bechaini 😟","{'khushi': 'kyunke mera result acha aaya', 'bechaini': 'kyunke raat bhar neend nahi aayi'}"
Waqt guzarta gaya aur mera result acha aaya ki wajah se khushi badhti gayi.,['khushi'],khushi 😊,{'khushi': 'kyunke mera result acha aaya'}
Waqt guzarta gaya aur dost achanak mil gaya ki wajah se hairani badhti gayi.,['hairani'],hairani 😮,{'hairani': 'kyunke dost achanak mil gaya'}
"Aaj mein kisi ka reply nahi aaya, is liye mein bechaini mehsoos kar raha hoon.",['bechaini'],bechaini 😟,{'bechaini': 'kyunke kisi ka reply nahi aaya'}
"Aaj mein naye logon se milna tha, is liye mein ghabrahat mehsoos kar raha hoon.",['ghabrahat'],ghabrahat 😰,{'ghabrahat': 'kyunke naye logon se milna tha'}
"Pehli baar family surprise party di aur uss lamhe mein mujhe khushi mehsoos hui. Mujhe lagta hai ke koi reply nahi de raha tha, aur is wajah se bechaini ho rahi hai.","['khushi', 'bechaini']","khushi 😊, bechaini 😟","{'khushi': 'kyunke family surprise party di', 'bechaini': 'kyunke koi reply nahi de raha tha'}"
ghabrahat ka sabab yeh tha ke paper mushkil tha.,['ghabrahat'],ghabrahat 😰,{'ghabrahat': 'kyunke paper mushkil tha'}
"Mujhe lagta hai ke kisi ne jhoot bola, aur is wajah se gussa ho rahi hai. Mein akela mehsoos kar raha hoon ke baare mein soch raha tha, is liye udaasi mehsoos hui.","['gussa', 'udaasi']","gussa 😠, udaasi 😞","{'gussa': 'kyunke kisi ne jhoot bola', 'udaasi': 'kyunke akela mehsoos kar raha hoon'}"
"Kal kisi ne bura kaha tha, aur mujhe gham ka ehsaas hua.",['gham'],gham 😢,{'gham': 'kyunke kisi ne bura kaha'}
Pehli baar hardwork ka phal milne wala hai aur uss lamhe mein mujhe umeed mehsoos hui. bechaini ka sabab yeh tha ke koi reply nahi de raha tha.,"['umeed', 'bechaini']","umeed 🌈, bechaini 😟","{'umeed': 'kyunke hardwork ka phal milne wala hai', 'bechaini': 'kyunke koi reply nahi de raha tha'}"
"Aaj mein acha response mila, is liye mein umeed mehsoos kar raha hoon. ghabrahat ka sabab yeh tha ke presentation deni thi.","['umeed', 'ghabrahat']","umeed 🌈, ghabrahat 😰","{'umeed': 'kyunke acha response mila', 'ghabrahat': 'kyunke presentation deni thi'}"
Waqt guzarta gaya aur raat bhar kuch ajeeb sapne aaye ki wajah se bechaini badhti gayi. Waqt guzarta gaya aur support system strong hai ki wajah se umeed badhti gayi.,"['bechaini', 'umeed']","bechaini 😟, umeed 🌈","{'bechaini': 'kyunke raat bhar kuch ajeeb sapne aaye', 'umeed': 'kyunke support system strong hai'}"
